Composer;Life Time;Opus;Nr. in Opus;Movement Number;Year;Key;Title;url
Johann Sebastian Bach;1685-1750;BWV 49;COM;6-6;;E major;"Cantata ""Ich geh' und suche mit Verlangen"" - Aria (bass) and Chorale (soprano): Dich hab ich je und je geliebet";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV49_COM_6-6_CantataIch_004_00311.xml
Johann Sebastian Bach;1685-1750;BWV 50;COM;COM;;;"Cantata ""Nun ist das Heil und die Kraft"" - Chorus: Nun ist das Heil und die Kraft";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV50_COM_COM_CantataNun_004_00312.xml
Johann Sebastian Bach;1685-1750;BWV 51;COM;1-5;;C major;"Cantata ""Jauchzet Gott in allen Landen"" - Aria (soprano): Jauchzet Gott in allen Landen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV51_COM_1-5_CantataJau_004_00313.xml
Johann Sebastian Bach;1685-1750;BWV 51;COM;2-5;;A minor;"Cantata ""Jauchzet Gott in allen Landen"" - Recitative(soprano): Wir beten zu dem Tempel an";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV51_COM_2-5_CantataJau_004_00314.xml
Johann Sebastian Bach;1685-1750;BWV 51;COM;3-5;;A minor;"Cantata ""Jauchzet Gott in allen Landen"" - Aria (soprano): Höchster, mache deine Güte";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV51_COM_3-5_CantataJau_004_00315.xml
Johann Sebastian Bach;1685-1750;BWV 51;COM;4+5-5;;C major;"Cantata ""Jauchzet Gott in allen Landen"" - Chorale (soprano): Sei Lob und Preis mit Ehren & [Finale] (soprano): Alleluja!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV51_COM_4+5-5_CantataJau_004_00316.xml
Johann Sebastian Bach;1685-1750;BWV 52;COM;1-6;;F major;"Cantata ""Falsche Welt, dir trau ich nicht"" - Sinfonia";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV52_COM_1-6_CantataFal_004_00317.xml
Johann Sebastian Bach;1685-1750;BWV 52;COM;2+3+4-6;;D minor-A minor & D minor & B-sharp major-F major;"Cantata ""Falsche Welt, dir trau ich nicht"" - Recitativo: Falsche Welt, dir trau ich nicht! & Aria: Immerhin, immerhin, wenn ich gleich verstoßen bin & Recitativo: Gott ist getreu!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV52_COM_2+3+4-6_CantataFal_004_00318.xml
Johann Sebastian Bach;1685-1750;BWV 52;COM;5-6;;B-sharp major;"Cantata ""Falsche Welt, dir trau ich nicht"" - Aria: Ich halt es mit dem lieben Gott";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV52_COM_5-6_CantataFal_004_00319.xml
Johann Sebastian Bach;1685-1750;BWV 52;COM;6-6;;F major;"Cantata ""Falsche Welt, dir trau ich nicht"" - Chorale: In dich hab ich gehoffet, Herr";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV52_COM_6-6_CantataFal_004_00320.xml
Johann Sebastian Bach;1685-1750;BWV 53;COM;COM;;;"Cantata ""Schlage doch, gewünschte Stunde"" - Cantata ""Schlage doch, gewünschte Stunde""";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV53_COM_COM_CantataSch_004_00321.xml
Johann Sebastian Bach;1685-1750;BWV 54;COM;1-3;;E-sharp major;"Cantata ""Widerstehe doch der Sünde"" - Aria (alto): Widerstehe doch der Sünde";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV54_COM_1-3_CantataWid_004_00322.xml
Johann Sebastian Bach;1685-1750;BWV 54;COM;2-3;;C minor-A-sharp major;"Cantata ""Widerstehe doch der Sünde"" - Recitativo (alto): Die Art verruchter Sünden";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV54_COM_2-3_CantataWid_004_00323.xml
Johann Sebastian Bach;1685-1750;BWV 54;COM;3-3;;E-sharp major;"Cantata ""Widerstehe doch der Sünde"" - Aria (alto): Wer Sünde tut, der ist vom Teufel";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV54_COM_3-3_CantataWid_004_00324.xml
Johann Sebastian Bach;1685-1750;BWV 55;COM;1-5;;G minor;"Cantata ""Ich armer Mensch, ich Sündenknecht"" - Aria (tenor): Ich armer Mensch, ich Sündenknecht";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV55_COM_1-5_CantataIch_004_00325.xml
Johann Sebastian Bach;1685-1750;BWV 55;COM;2-5;;C Dorian mode;"Cantata ""Ich armer Mensch, ich Sündenknecht"" - Recitativo (tenor): Ich habe wider Gott gehandelt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV55_COM_2-5_CantataIch_004_00326.xml
Johann Sebastian Bach;1685-1750;BWV 55;COM;3-5;;D minor;"Cantata ""Ich armer Mensch, ich Sündenknecht"" - Aria (tenor): Erbarme dich!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV55_COM_3-5_CantataIch_004_00327.xml
Johann Sebastian Bach;1685-1750;BWV 55;COM;4-5;;E-sharp Lydian mode;"Cantata ""Ich armer Mensch, ich Sündenknecht"" - Recitativo (tenor): Erbarme dich!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV55_COM_4-5_CantataIch_004_00328.xml
Johann Sebastian Bach;1685-1750;BWV 55;COM;5-5;;B-sharp major;"Cantata ""Ich armer Mensch, ich Sündenknecht"" - Chorale: Bin ich gleich von dir gewichen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV55_COM_5-5_CantataIch_004_00329.xml
Johann Sebastian Bach;1685-1750;BWV 56;COM;1-5;;;"Cantata ""Ich will den Kreuzstab gerne tragen"" - Aria (bass): Ich will den Kreuzstab gerne tragen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV56_COM_1-5_CantataIch_004_00330.xml
Johann Sebastian Bach;1685-1750;BWV 56;COM;2-5;;;"Cantata ""Ich will den Kreuzstab gerne tragen"" - Recitative (bass): Mein Wandel auf der Welt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV56_COM_2-5_CantataIch_004_00331.xml
Johann Sebastian Bach;1685-1750;BWV 56;COM;3-5;;;"Cantata ""Ich will den Kreuzstab gerne tragen"" - Aria (bass): Endlich, endlich wird mein Joch";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV56_COM_3-5_CantataIch_004_00332.xml
Johann Sebastian Bach;1685-1750;BWV 56;COM;4-5;;;"Cantata ""Ich will den Kreuzstab gerne tragen"" - Recitative and Arioso (bass): Ich stehe fertig und bereit";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV56_COM_4-5_CantataIch_004_00333.xml
Johann Sebastian Bach;1685-1750;BWV 56;COM;5-5;;;"Cantata ""Ich will den Kreuzstab gerne tragen"" - Chorale: Komm, o Tod, du Schlafes Bruder";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV56_COM_5-5_CantataIch_004_00334.xml
Johann Sebastian Bach;1685-1750;BWV 57;COM;1-8;;G minor;"Cantata ""Selig ist der Mann"" - Aria (bass): Selig ist der Mann";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV57_COM_1-8_CantataSel_004_00335.xml
Johann Sebastian Bach;1685-1750;BWV 57;COM;2-8;;E-sharp major-C minor;"Cantata ""Selig ist der Mann"" - Recitativo (soprano): Ach! dieser süße Trost";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV57_COM_2-8_CantataSel_004_00336.xml
Johann Sebastian Bach;1685-1750;BWV 57;COM;3+4-8;;C minor & G minor-B-sharp major;"Cantata ""Selig ist der Mann"" - Aria (soprano): Ich wünschte mir den Tod, den Tod & Recitativo (soprano, bass): Ich reiche dir die Hand";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV57_COM_3+4-8_CantataSel_004_00337.xml
Johann Sebastian Bach;1685-1750;BWV 57;COM;5+6-8;;B-sharp major & E-sharp major-D minor;"Cantata ""Selig ist der Mann"" - Aria (bass): Ja, ja, ich kann die Feinde schlagen & Recitativo (soprano, bass): In meiner Schoß liegt Ruh und Leben";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV57_COM_5+6-8_CantataSel_004_00338.xml
Johann Sebastian Bach;1685-1750;BWV 57;COM;7-8;;G minor-B-sharp major;"Cantata ""Selig ist der Mann"" - Aria (soprano): Ich ende / Behende / Mein irdisches Leben";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV57_COM_7-8_CantataSel_004_00339.xml
Johann Sebastian Bach;1685-1750;BWV 57;COM;8-8;;B-sharp major;"Cantata ""Selig ist der Mann"" - Chorale: Richte dich, Liebste, nach meinem Gefallen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV57_COM_8-8_CantataSel_004_00340.xml
Johann Sebastian Bach;1685-1750;BWV 58;COM;1-5;;C major;"Cantata ""Ach Gott, wie manches Herzeleid"" - Aria and Chorale (soprano, bass): Ach Gott, wie manches Herzeleid";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV58_COM_1-5_CantataAch_004_00341.xml
Johann Sebastian Bach;1685-1750;BWV 58;COM;2-5;;A minor-F major;"Cantata ""Ach Gott, wie manches Herzeleid"" - Recitative (bass): Verfolgt dich gleich die arge Welt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV58_COM_2-5_CantataAch_004_00342.xml
Johann Sebastian Bach;1685-1750;BWV 58;COM;3+4-5;;D minor & F major-A minor;"Cantata ""Ach Gott, wie manches Herzeleid"" - Aria (soprano): Ich bin vergnügt in meinem Leiden & Recitative (soprano): Kann es dei Welt nicht lassen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV58_COM_3+4-5_CantataAch_004_00343.xml
Johann Sebastian Bach;1685-1750;BWV 58;COM;5-5;;C major;"Cantata ""Ach Gott, wie manches Herzeleid"" - Aria and Chorale (soprano, bass): Ich hab für mir ein schwere Reis";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV58_COM_5-5_CantataAch_004_00344.xml
Johann Sebastian Bach;1685-1750;BWV 59;COM;1-4;;;"Cantata ""Wer mich liebet, der wird mein Wort halten"" - Duetto (soprano, bass): Wer mich liebet, der wird mein Wort halten";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV59_COM_1-4_CantataWer_004_00345.xml
Johann Sebastian Bach;1685-1750;BWV 59;COM;2-4;;;"Cantata ""Wer mich liebet, der wird mein Wort halten"" - Recitative (soprano): O, was sind das vor Ehren, wozu uns Jesus setzt?";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV59_COM_2-4_CantataWer_004_00346.xml
Johann Sebastian Bach;1685-1750;BWV 59;COM;3-4;;;"Cantata ""Wer mich liebet, der wird mein Wort halten"" - Chorale: Komm, Heiliger Geist";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV59_COM_3-4_CantataWer_004_00347.xml
Johann Sebastian Bach;1685-1750;BWV 59;COM;4-4;;;"Cantata ""Wer mich liebet, der wird mein Wort halten"" - Aria (bass): Die Welt mit allen Königreichen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV59_COM_4-4_CantataWer_004_00348.xml
Johann Sebastian Bach;1685-1750;BWV 60;COM;1-5;;;"Cantata ""O Ewigkeit, du Donnerwort"" - Aria (alto, tenor): O Ewigkiet, du Donnerwort";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV60_COM_1-5_CantataOEw_004_00349.xml
Johann Sebastian Bach;1685-1750;BWV 60;COM;2-5;;;"Cantata ""O Ewigkeit, du Donnerwort"" - Recitativo (alto, tenor): O schwerer Gang zum letzen Kampf und Streite!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV60_COM_2-5_CantataOEw_004_00350.xml
Johann Sebastian Bach;1685-1750;BWV 60;COM;3-5;;;"Cantata ""O Ewigkeit, du Donnerwort"" - Aria (alto, tenor): Mein letztes Lager will mich schrecken";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV60_COM_3-5_CantataOEw_004_00351.xml
Johann Sebastian Bach;1685-1750;BWV 60;COM;4-5;;;"Cantata ""O Ewigkeit, du Donnerwort"" - Recitativo (alto, bass): Der Tod bleibt doch der menschlichen Natur verhaßt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV60_COM_4-5_CantataOEw_004_00352.xml
Johann Sebastian Bach;1685-1750;BWV 60;COM;5-5;;;"Cantata ""O Ewigkeit, du Donnerwort"" - Chorale: Es ist genung";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV60_COM_5-5_CantataOEw_004_00353.xml
Johann Sebastian Bach;1685-1750;BWV 61;COM;1-6;;A minor;"Cantata ""Nun komm, der Heiden Heiland"" - Chorale fantasia: Nun komm, der Heiden Heiland";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV61_COM_1-6_CantataNun_004_00354.xml
Johann Sebastian Bach;1685-1750;BWV 61;COM;2-6;;C major;"Cantata ""Nun komm, der Heiden Heiland"" - Recitativo (tenor): Der Heiland ist gekommen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV61_COM_2-6_CantataNun_004_00355.xml
Johann Sebastian Bach;1685-1750;BWV 61;COM;3-6;;C major;"Cantata ""Nun komm, der Heiden Heiland"" - Aria (tenor): Komm, Jesu, komm zu deiner Kirche";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV61_COM_3-6_CantataNun_004_00356.xml
Johann Sebastian Bach;1685-1750;BWV 61;COM;4-6;;E minor-G major;"Cantata ""Nun komm, der Heiden Heiland"" - Recitativo (bass): Siehe, ich stehe vor der Tür";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV61_COM_4-6_CantataNun_004_00357.xml
Johann Sebastian Bach;1685-1750;BWV 61;COM;5+6-6;;G major & G major;"Cantata ""Nun komm, der Heiden Heiland"" - Aria (soprano): Öffne dich, mein ganzes Herze & Chorale: Amen, Amen, komm du schöne Freudenkrone";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV61_COM_5+6-6_CantataNun_004_00358.xml
Johann Sebastian Bach;1685-1750;BWV 62;COM;1-6;;B minor;"Cantata ""Nun komm, der Heiden Heiland"" - Chorus: Nun komm, der Heiden Heiland";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV62_COM_1-6_CantataNun_004_00359.xml
Johann Sebastian Bach;1685-1750;BWV 62;COM;2+3-6;;G major & D major-A major;"Cantata ""Nun komm, der Heiden Heiland"" - Aria (tenor): Bewundert, o Menschen, dies grosse Geheimnis & Recitativo (bass): So geht aus Gottes Herrlichkeit und Thron";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV62_COM_2+3-6_CantataNun_004_00360.xml
Johann Sebastian Bach;1685-1750;BWV 62;COM;4-6;;D major;"Cantata ""Nun komm, der Heiden Heiland"" - Aria (bass): Streite, siege, starker Held!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV62_COM_4-6_CantataNun_004_00361.xml
Johann Sebastian Bach;1685-1750;BWV 62;COM;5-6;;A major-B minor;"Cantata ""Nun komm, der Heiden Heiland"" - Recitativo (soprano, alto): Wir ehren diese Herrlichkeit";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV62_COM_5-6_CantataNun_004_00362.xml
Johann Sebastian Bach;1685-1750;BWV 62;COM;6-6;;B minor;"Cantata ""Nun komm, der Heiden Heiland"" - Chorale: Lob sei Gott, dem Vater, g'tan";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV62_COM_6-6_CantataNun_004_00363.xml
Johann Sebastian Bach;1685-1750;BWV 63;COM;1-7;;C major;"Cantata ""Christen, ätzet diesen Tag"" - Chorus: Christen, ätzet diesen Tag";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV63_COM_1-7_CantataChr_004_00364.xml
Johann Sebastian Bach;1685-1750;BWV 63;COM;2-7;;C major - A minor;"Cantata ""Christen, ätzet diesen Tag"" - Recitativo (alto): O sel'ger Tag!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV63_COM_2-7_CantataChr_004_00365.xml
Johann Sebastian Bach;1685-1750;BWV 63;COM;3-7;;A minor;"Cantata ""Christen, ätzet diesen Tag"" - Aria (soprano, bass): Gott, du hast es wohl gefüget";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV63_COM_3-7_CantataChr_004_00366.xml
Johann Sebastian Bach;1685-1750;BWV 63;COM;4-7;;C major - G major;"Cantata ""Christen, ätzet diesen Tag"" - Recitativo (tenor): So kehret sich nun heut das bange Leid";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV63_COM_4-7_CantataChr_004_00367.xml
Johann Sebastian Bach;1685-1750;BWV 63;COM;5-7;;G major;"Cantata ""Christen, ätzet diesen Tag"" - Aria (alto, tenor): Ruft und fleht den Himmel an";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV63_COM_5-7_CantataChr_004_00368.xml
Johann Sebastian Bach;1685-1750;BWV 63;COM;6-7;;E minor - C major;"Cantata ""Christen, ätzet diesen Tag"" - Recitativo (basses): Verdoppelt euch demnach, ihr heißen Andachtsflammen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV63_COM_6-7_CantataChr_004_00369.xml
Johann Sebastian Bach;1685-1750;BWV 63;COM;7-7;;C major;"Cantata ""Christen, ätzet diesen Tag"" - Chorale: Höchster, schau in Gnaden an";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV63_COM_7-7_CantataChr_004_00370.xml
Johann Sebastian Bach;1685-1750;BWV 64;COM;1+2+3-8;;E minor & G major & C major-D major;"Cantata ""Sehet, welch eine Liebe"" - Chorus: Sehet, welch eine Liebe & Chorale: Das gat er alles uns getan & Recitativo (alto): Geh, Welt!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV64_COM_1+2+3-8_CantataSeh_004_00371.xml
Johann Sebastian Bach;1685-1750;BWV 64;COM;4-8;;D major;"Cantata ""Sehet, welch eine Liebe"" - Chorus: Was frag ich nach der Welt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV64_COM_4-8_CantataSeh_004_00372.xml
Johann Sebastian Bach;1685-1750;BWV 64;COM;5-8;;B minor;"Cantata ""Sehet, welch eine Liebe"" - Aria (soprano): Was die Welt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV64_COM_5-8_CantataSeh_004_00373.xml
Johann Sebastian Bach;1685-1750;BWV 64;COM;6+7-8;;G major;"Cantata ""Sehet, welch eine Liebe"" - Recitativo (bass): Der Himmel bleibet mir gewiß & Aria (alto): Von der Welt verlang ich nichts";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV64_COM_6+7-8_CantataSeh_004_00374.xml
Johann Sebastian Bach;1685-1750;BWV 64;COM;8-8;;E minor;"Cantata ""Sehet, welch eine Liebe"" - Chorale: Gute Nacht, o Wesen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV64_COM_8-8_CantataSeh_004_00375.xml
Johann Sebastian Bach;1685-1750;BWV 65;COM;1-7;;C major;"Cantata ""Sie werden aus Saba alle kommen"" - Chorus: Sie werden aus Saba alle kommen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV65_COM_1-7_CantataSie_004_00376.xml
Johann Sebastian Bach;1685-1750;BWV 65;COM;2-7;;A minor;"Cantata ""Sie werden aus Saba alle kommen"" - Chorus: Die Kön'ge aus Saba kamen dar";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV65_COM_2-7_CantataSie_004_00377.xml
Johann Sebastian Bach;1685-1750;BWV 65;COM;3-7;;F major-G major;"Cantata ""Sie werden aus Saba alle kommen"" - Recitativo (bass): Was dort Jesaias vorhergesehn";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV65_COM_3-7_CantataSie_004_00378.xml
Johann Sebastian Bach;1685-1750;BWV 65;COM;4-7;;E minor;"Cantata ""Sie werden aus Saba alle kommen"" - Aria (bass): Gold aus Ophir ist zu schlecht";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV65_COM_4-7_CantataSie_004_00379.xml
Johann Sebastian Bach;1685-1750;BWV 65;COM;5-7;;A minor-E minor;"Cantata ""Sie werden aus Saba alle kommen"" - Recitativo (tenor): Verschmähe nicht";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV65_COM_5-7_CantataSie_004_00380.xml
Johann Sebastian Bach;1685-1750;BWV 65;COM;6-7;;C major;"Cantata ""Sie werden aus Saba alle kommen"" - Aria (tenor): Nimm mich dir zu eigen hin";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV65_COM_6-7_CantataSie_004_00381.xml
Johann Sebastian Bach;1685-1750;BWV 65;COM;7-7;;A minor;"Cantata ""Sie werden aus Saba alle kommen"" - Chorale: Ei nun, mein Gott, so fall ich dir";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV65_COM_7-7_CantataSie_004_00382.xml
Johann Sebastian Bach;1685-1750;BWV 66;COM;1-6;;D major;"Cantata ""Erfreut euch, ihr Herzen"" - Chorus: Erfreut euch, ihr Herzen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV66_COM_1-6_CantataErf_004_00383.xml
Johann Sebastian Bach;1685-1750;BWV 66;COM;2-6;;B minor-A major;"Cantata ""Erfreut euch, ihr Herzen"" - Recitativo (bass): Es bricht das Grab und damit unsre";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV66_COM_2-6_CantataErf_004_00384.xml
Johann Sebastian Bach;1685-1750;BWV 66;COM;3-6;;D major;"Cantata ""Erfreut euch, ihr Herzen"" - Aria (bass): Lasset dem Höchsten ein Danklied erschallen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV66_COM_3-6_CantataErf_004_00385.xml
Johann Sebastian Bach;1685-1750;BWV 66;COM;4-6;;G major-A major;"Cantata ""Erfreut euch, ihr Herzen"" - Duet Recitativo (alto, tenor): Bei Jesu Leben freudig sein";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV66_COM_4-6_CantataErf_004_00386.xml
Johann Sebastian Bach;1685-1750;BWV 66;COM;5+6-6;;A major & F-sharp minor;"Cantata ""Erfreut euch, ihr Herzen"" - Duet Aria (alto, tenor): Ich furchte zwar/nicht des Grabes Finsternissen & Chorale: Alleluja! Alleluja! Alleluja!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV66_COM_5+6-6_CantataErf_004_00387.xml
Johann Sebastian Bach;1685-1750;BWV 67;COM;1-7;;A major;"Cantata ""Halt im Gedächtnis Jesum Christ"" - Chorus: Halt im Gedächtnis Jesum Christ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV67_COM_1-7_CantataHal_004_00388.xml
Johann Sebastian Bach;1685-1750;BWV 67;COM;2-7;;E major;"Cantata ""Halt im Gedächtnis Jesum Christ"" - Aria (Tenor): Mein Jesus ist erstanden";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV67_COM_2-7_CantataHal_004_00389.xml
Johann Sebastian Bach;1685-1750;BWV 67;COM;3+4+5-7;;C-sharp minor-F-sharp major & F-sharp minor & C-sharp minor-A major;"Cantata ""Halt im Gedächtnis Jesum Christ"" - Recitativo (Alto): Mein Jesu, heißest du des Todes Gift & Chorus: Erschienen ist der herrlich Tag & Recitativo (Alto): Doch scheinet fast";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV67_COM_3+4+5-7_CantataHal_004_00390.xml
Johann Sebastian Bach;1685-1750;BWV 67;COM;6-7;;A major;"Cantata ""Halt im Gedächtnis Jesum Christ"" - Aria [and Chorus] (Bass): Friede sei mit euch!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV67_COM_6-7_CantataHal_004_00391.xml
Johann Sebastian Bach;1685-1750;BWV 67;COM;7-7;;A major;"Cantata ""Halt im Gedächtnis Jesum Christ"" - Chorale: Du Friedefürst, Herr Jesu Christ";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV67_COM_7-7_CantataHal_004_00392.xml
Johann Sebastian Bach;1685-1750;BWV 68;COM;1-5;;;"Cantata ""Also hat Gott die Welt geliebt"" - Chorus: Also hat Gott die Welt geliebt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV68_COM_1-5_CantataAls_004_00393.xml
Johann Sebastian Bach;1685-1750;BWV 68;COM;2+3-5;;;"Cantata ""Also hat Gott die Welt geliebt"" - Aria (soprano): Mein gläubiges Herze & Recitativo (bass): Ich bin mit Petro nicht vermessen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV68_COM_2+3-5_CantataAls_004_00394.xml
Johann Sebastian Bach;1685-1750;BWV 68;COM;4-5;;;"Cantata ""Also hat Gott die Welt geliebt"" - Aria (bass): Du bist geboren mir zugute";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV68_COM_4-5_CantataAls_004_00395.xml
Johann Sebastian Bach;1685-1750;BWV 68;COM;5-5;;;"Cantata ""Also hat Gott die Welt geliebt"" - Chorale: Wer an ihn gläubet, der wird nicht gerichtet";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV68_COM_5-5_CantataAls_004_00396.xml
Johann Sebastian Bach;1685-1750;BWV 69;COM;1-6;;D major;"Cantata ""Lobe den Herrn, meine Seele"" - Chorus: Lobe den Herrn, meine Seele";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV69_COM_1-6_CantataLob_004_00397.xml
Johann Sebastian Bach;1685-1750;BWV 69a;COM;1-6;;;"Cantata ""Lobe den Herrn, meine Seele"" - Chorus: Lobe den Herrn, meine Seele";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV69a_COM_1-6_CantataLob_004_00398.xml
Johann Sebastian Bach;1685-1750;BWV 69;COM;2+3-6;;B minor-G major & G major;"Cantata ""Lobe den Herrn, meine Seele"" - Recitativo (soprano): Wie groß ist Gottes Güte doch! & Aria (tenor): Meine Seele, Auf! erzähle";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV69_COM_2+3-6_CantataLob_004_00399.xml
Johann Sebastian Bach;1685-1750;BWV 69a;COM;2+3-6;;;"Cantata ""Lobe den Herrn, meine Seele"" - Recitative (soprano): Ach, daß ich tausend Zungen hätte! & Aria (tenor): Meine Seele, auf, erzähle";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV69a_COM_2+3-6_CantataLob_004_00400.xml
Johann Sebastian Bach;1685-1750;BWV 69;COM;4+5-6;;E minor-F-sharp minor & B minor;"Cantata ""Lobe den Herrn, meine Seele"" - Recitativo (alto): Der herr had große Ding an uns getan & Aria (bass): Mein Erlöser und Erhalter";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV69_COM_4+5-6_CantataLob_004_00401.xml
Johann Sebastian Bach;1685-1750;BWV 69a;COM;4+5-6;;;"Cantata ""Lobe den Herrn, meine Seele"" - Recitative (alto): Gedenk ich nur zurück & Aria (bass): Mein Erlöser und Erhalter";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV69a_COM_4+5-6_CantataLob_004_00402.xml
Johann Sebastian Bach;1685-1750;BWV 69;COM;6-6;;B minor-D major;"Cantata ""Lobe den Herrn, meine Seele"" - Chorale: Es danke, Gott, und lobe dich";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV69_COM_6-6_CantataLob_004_00403.xml
Johann Sebastian Bach;1685-1750;BWV 69a;COM;6-6;;;"Cantata ""Lobe den Herrn, meine Seele"" - Chorale: Was Gott tut, das ist wohlgetan, darbei will ich verbleiben";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV69a_COM_6-6_CantataLob_004_00404.xml
Johann Sebastian Bach;1685-1750;BWV 70;1-2;1-7;;C major;"Cantata ""Wachet, betet, seid bereit allezeit!"" - Chorus: Wachet! betet! betet! wachet!";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV70_1-2_1-7_CantataWac_004_00405.xml
